,video,Short-term-pred,Long-term-pred,Short-term-true,Long-term-true
51,video6067.webm,0.7857,0.69666785,0.9259999999999999,0.889
52,video6068.webm,0.94045067,0.86020225,0.899,0.583
53,video6069.webm,0.7693828,0.6870234,0.748,0.615
54,video6071.webm,0.8439475,0.7476924,0.831,0.7
55,video6072.webm,0.8611579,0.75926805,0.838,0.818
56,video6073.webm,0.95977366,0.8772837,0.9229999999999999,0.833
57,video6074.webm,0.8102499,0.71759397,0.8079999999999999,0.7859999999999999
58,video6075.webm,0.8994412,0.80454135,0.953,0.846
59,video6076.webm,0.88478947,0.777831,0.9590000000000001,0.846
60,video6077.webm,0.8031509,0.7144238,0.9109999999999999,0.545
61,video6079.webm,0.76999956,0.6837399,0.627,0.455
62,video6080.webm,0.8744309,0.7744848,0.892,0.889
63,video6081.webm,0.93833804,0.8421749,0.883,0.75
64,video6084.webm,0.92127794,0.8314126,0.868,0.706
65,video6086.webm,0.843256,0.74601686,0.953,0.818
66,video6087.webm,0.93418765,0.8469769,0.887,0.875
67,video6088.webm,0.83405113,0.7455338,0.8390000000000001,0.9
68,video6089.webm,0.8680023,0.77207506,0.893,0.833
69,video6091.webm,0.87474513,0.77740794,0.924,0.875
70,video6092.webm,0.8684591,0.7693759,0.752,0.909
71,video6093.webm,0.8947536,0.79698277,0.8959999999999999,1.0
72,video6094.webm,0.9377066,0.8527112,0.9540000000000001,0.909
73,video6095.webm,0.937044,0.851342,0.805,0.667
74,video6096.webm,0.82905984,0.73201734,0.955,0.8
75,video6097.webm,0.9005297,0.80287164,0.815,0.556
76,video6098.webm,0.8238951,0.7265587,0.775,0.6
77,video6099.webm,0.8539369,0.75418246,0.809,0.667
78,video6100.webm,0.90264416,0.8092408,0.95,0.8
79,video6102.webm,0.90535283,0.8062881,0.841,0.9
80,video6103.webm,0.9208672,0.832164,0.986,0.731
81,video6104.webm,0.9441318,0.859959,0.894,0.8240000000000001
82,video6105.webm,0.97531134,0.9137589,0.955,0.8
83,video6106.webm,0.80847764,0.71616995,0.981,0.938
84,video6107.webm,0.92374736,0.83688295,0.8079999999999999,0.889
85,video6109.webm,0.87095684,0.77237314,0.833,0.917
86,video6110.webm,0.922575,0.83408284,0.807,0.6
87,video6111.webm,0.8907106,0.78837645,0.831,0.769
88,video6112.webm,0.9350412,0.845263,0.836,0.846
89,video6114.webm,0.87992024,0.78020525,0.847,0.9229999999999999
90,video6115.webm,0.90998524,0.80907786,0.672,0.667
91,video6116.webm,0.9145268,0.81465566,0.779,0.8
92,video6117.webm,0.9164831,0.81748825,0.865,0.556
93,video6119.webm,0.8452449,0.74821854,0.983,0.7859999999999999
94,video6120.webm,0.93254024,0.8435976,0.8590000000000001,0.462
95,video6121.webm,0.9212443,0.8305186,0.953,0.769
96,video6122.webm,0.7716621,0.68678355,0.654,0.4
97,video6123.webm,0.9513763,0.8679215,0.9279999999999999,0.778
98,video6126.webm,0.8650148,0.7679708,0.8290000000000001,0.9
99,video6127.webm,0.85256994,0.7537224,0.893,0.769
100,video6128.webm,0.9195242,0.8279017,0.889,0.818
101,video6129.webm,0.891571,0.79922163,0.86,0.9229999999999999
102,video6131.webm,0.93534803,0.8399646,0.86,0.846
103,video6132.webm,0.9427502,0.8562362,0.8640000000000001,0.9
104,video6133.webm,0.9610033,0.88383454,0.8390000000000001,0.6
105,video6134.webm,0.8286618,0.7360193,0.897,0.727
106,video6135.webm,0.8906573,0.79779255,0.888,0.917
107,video6136.webm,0.9200189,0.82221484,0.9229999999999999,0.9
108,video6138.webm,0.7595381,0.67487204,0.917,0.7859999999999999
109,video6139.webm,0.7531258,0.67385244,0.816,0.9
110,video6140.webm,0.8897769,0.79756004,0.92,0.833
111,video6141.webm,0.939769,0.85073656,0.925,0.867
112,video6142.webm,0.929004,0.83769816,0.833,0.636
113,video6143.webm,0.95417845,0.8793253,0.9229999999999999,0.7
114,video6145.webm,0.9468213,0.8582226,0.919,0.875
115,video6146.webm,0.9056337,0.8085111,0.925,0.9
116,video6148.webm,0.8397499,0.7426928,0.955,0.889
117,video6149.webm,0.8772644,0.7804872,0.9209999999999999,0.917
118,video6150.webm,0.8243989,0.72504526,0.85,0.813
119,video6151.webm,0.8610329,0.7601774,0.802,0.9229999999999999
120,video6152.webm,0.91526955,0.817506,0.982,1.0
121,video6154.webm,0.77292943,0.68739015,0.8909999999999999,0.889
122,video6155.webm,0.7945281,0.7048843,0.833,1.0
123,video6156.webm,0.7484597,0.6676546,0.892,0.833
124,video6157.webm,0.85437226,0.756955,0.898,0.7
125,video6158.webm,0.8665134,0.77266467,0.897,0.6
126,video6160.webm,0.75220513,0.6739367,0.8909999999999999,1.0
127,video6161.webm,0.84107673,0.74390924,0.655,0.8
128,video6162.webm,0.87316394,0.775954,0.867,0.833
129,video6163.webm,0.90261716,0.79851496,0.847,0.914
130,video6164.webm,0.9174018,0.8209445,0.951,0.9
131,video6165.webm,0.92019606,0.82786757,0.723,0.778
132,video6166.webm,0.92949003,0.83711994,0.807,0.8
133,video6167.webm,0.86526,0.76532745,0.9620000000000001,0.9229999999999999
134,video6168.webm,0.7817837,0.6923232,0.752,0.7
135,video6169.webm,0.8948183,0.7954048,0.924,0.7
136,video6170.webm,0.7966512,0.7026813,0.861,0.917
137,video6171.webm,0.96173835,0.88252586,0.865,0.727
138,video6172.webm,0.96428794,0.89256966,0.863,0.8240000000000001
139,video6173.webm,0.9398454,0.852196,0.898,0.8
140,video6174.webm,0.8363359,0.73645353,0.8540000000000001,1.0
141,video6177.webm,0.9790281,0.92227316,0.95,1.0
142,video6178.webm,0.8989246,0.80367374,0.779,1.0
143,video6179.webm,0.90201545,0.80866486,0.773,0.909
144,video6182.webm,0.9261619,0.8310602,0.7859999999999999,0.733
145,video6183.webm,0.916435,0.8211616,0.87,0.846
146,video6184.webm,0.89247906,0.792429,0.898,0.9
147,video6185.webm,0.90757,0.81425637,0.863,0.9440000000000001
148,video6186.webm,0.91377413,0.8185562,0.8959999999999999,1.0
149,video6187.webm,0.8894042,0.79630256,0.922,0.909
150,video6188.webm,0.8655098,0.7671834,0.795,0.818
151,video6189.webm,0.9056745,0.80582404,0.951,0.7859999999999999
152,video6190.webm,0.8654494,0.7601173,0.92,1.0
153,video6191.webm,0.9300084,0.8343839,0.769,0.821
154,video6192.webm,0.85011506,0.75192815,0.863,0.9
155,video6194.webm,0.85068905,0.74991983,0.902,0.682
156,video6195.webm,0.85768247,0.7589322,0.919,0.733
157,video6196.webm,0.8716334,0.77559614,0.7959999999999999,0.7859999999999999
158,video6198.webm,0.9204949,0.8279619,0.8109999999999999,0.643
159,video6199.webm,0.8968177,0.79423857,0.789,0.778
160,video6201.webm,0.9130802,0.8207084,0.895,0.9329999999999999
161,video6203.webm,0.97979,0.92275757,0.895,0.833
162,video6204.webm,0.95164037,0.86922395,0.9229999999999999,0.909
163,video6205.webm,0.90136915,0.8003686,0.8959999999999999,0.769
164,video6206.webm,0.91799885,0.8298788,0.805,0.636
165,video6207.webm,0.85031104,0.75287336,0.897,0.9
166,video6208.webm,0.82797015,0.72774726,0.927,0.818
167,video6209.webm,0.95027435,0.8664536,0.653,0.583
168,video6210.webm,0.90536356,0.810153,0.83,0.857
169,video6212.webm,0.758188,0.67449546,0.985,0.9
170,video6213.webm,0.7465973,0.6652111,0.889,0.6
171,video6214.webm,0.92853653,0.835925,0.7559999999999999,0.8
172,video6215.webm,0.7632639,0.67720073,0.929,0.909
173,video6216.webm,0.93603694,0.85680676,0.772,0.75
174,video6218.webm,0.8526928,0.7557647,0.9229999999999999,0.8
175,video6219.webm,0.9051044,0.8082573,0.862,0.9329999999999999
176,video6221.webm,0.89417565,0.7903603,0.773,0.5710000000000001
177,video6224.webm,0.8374649,0.73873854,0.9209999999999999,0.833
178,video6225.webm,0.7178299,0.65190345,0.9079999999999999,0.72
179,video6227.webm,0.8516105,0.7533525,0.5720000000000001,0.667
180,video6230.webm,0.9261158,0.8353138,0.8290000000000001,0.7
181,video6231.webm,0.8159151,0.7218236,0.924,1.0
182,video6232.webm,0.8419576,0.74671996,0.809,0.545
183,video6233.webm,0.78354365,0.7025941,0.861,0.833
184,video6234.webm,0.83704793,0.7455472,0.9490000000000001,0.813
185,video6235.webm,0.8656814,0.76969945,0.951,0.727
186,video6236.webm,0.83008075,0.73993874,0.9229999999999999,0.9229999999999999
187,video6237.webm,0.834883,0.7424809,0.857,0.8
188,video6239.webm,0.87303257,0.7705744,0.922,0.818
189,video6240.webm,0.87443453,0.7746878,0.8690000000000001,0.8
190,video6243.webm,0.8400147,0.74262613,0.897,0.9
191,video6244.webm,0.9236566,0.8314187,0.889,0.778
192,video6245.webm,0.9286387,0.83367753,0.7659999999999999,0.846
193,video6246.webm,0.89426243,0.7873652,0.836,0.846
194,video6247.webm,0.7860932,0.69952035,0.922,0.8
195,video6248.webm,0.9470624,0.86547923,0.983,0.929
196,video6250.webm,0.8446002,0.74624807,0.8540000000000001,0.7859999999999999
197,video6252.webm,0.85829693,0.75728106,0.742,0.455
198,video6254.webm,0.87785363,0.77937186,0.8590000000000001,0.813
199,video6255.webm,0.84527314,0.75010526,0.863,0.5329999999999999
200,video6256.webm,0.8173773,0.7291571,0.813,0.818
201,video6257.webm,0.8907752,0.7873366,0.674,0.7
202,video6258.webm,0.9080024,0.80946314,0.8320000000000001,1.0
203,video6260.webm,0.9437952,0.85530853,0.772,1.0
204,video6261.webm,0.85133255,0.74895006,0.895,0.9229999999999999
205,video6262.webm,0.8684083,0.7701869,0.98,0.7
206,video6264.webm,0.88777304,0.7877599,0.925,1.0
207,video6265.webm,0.93148416,0.8345753,0.863,0.963
208,video6266.webm,0.89119875,0.79060537,0.956,0.857
209,video6268.webm,0.8912138,0.78459966,0.89,0.867
210,video6269.webm,0.730976,0.65535074,0.941,0.667
211,video6270.webm,0.95069015,0.8611018,0.807,0.909
212,video6271.webm,0.76615965,0.68425715,0.91,0.833
213,video6272.webm,0.82443154,0.7281042,0.665,0.5379999999999999
214,video6275.webm,0.8895666,0.7844875,0.9229999999999999,0.769
215,video6276.webm,0.87442255,0.7720083,0.873,0.7
216,video6277.webm,0.73053306,0.6560406,0.862,0.909
217,video6278.webm,0.93770695,0.8504724,0.653,0.385
218,video6279.webm,0.7364212,0.6654196,0.87,0.941
219,video6280.webm,0.86709905,0.7603036,0.737,0.583
220,video6281.webm,0.7398133,0.662554,0.841,0.9329999999999999
221,video6284.webm,0.77518517,0.69137526,0.84,0.7859999999999999
222,video6285.webm,0.9231938,0.8283801,0.779,0.68
223,video6286.webm,0.9618853,0.88801146,0.955,0.545
224,video6288.webm,0.9613017,0.8829966,0.8959999999999999,0.727
225,video6289.webm,0.8612709,0.76476216,0.8590000000000001,0.222
226,video6290.webm,0.7546629,0.6756916,0.922,0.909
227,video6291.webm,0.8789687,0.7838136,0.925,0.75
228,video6293.webm,0.7128316,0.64672816,0.8029999999999999,0.833
229,video6294.webm,0.91491354,0.8215305,0.892,0.813
230,video6295.webm,0.9154086,0.8129913,0.693,1.0
231,video6296.webm,0.88918835,0.793385,0.861,0.7829999999999999
232,video6297.webm,0.86682814,0.7673272,0.907,0.8
233,video6298.webm,0.7945109,0.7038396,0.8340000000000001,0.733
234,video6299.webm,0.8889835,0.7841159,0.835,1.0
235,video6303.webm,0.8366498,0.73895717,0.69,0.818
236,video6304.webm,0.9193014,0.8229805,0.89,0.833
237,video6305.webm,0.91810787,0.8175034,0.8390000000000001,0.818
238,video6306.webm,0.9438627,0.855914,0.865,0.8
239,video6307.webm,0.90511507,0.8077405,0.866,0.8
240,video6309.webm,0.9443421,0.8630739,0.835,0.4
241,video6310.webm,0.9261172,0.8337809,0.9540000000000001,0.545
242,video6311.webm,0.93247753,0.8415457,0.8759999999999999,0.708
243,video6312.webm,0.87566704,0.7790715,0.7959999999999999,0.733
244,video6313.webm,0.8934604,0.7936053,0.8320000000000001,1.0
245,video6315.webm,0.8870741,0.79103315,0.978,0.889
246,video6316.webm,0.8907832,0.7908631,0.925,0.909
247,video6317.webm,0.80637854,0.71036303,0.733,0.625
248,video6318.webm,0.88189775,0.7787014,0.925,0.875
249,video6319.webm,0.9623834,0.88697994,0.775,0.556
250,video6320.webm,0.86529714,0.768359,0.935,1.0
251,video6321.webm,0.84418833,0.74318904,0.7440000000000001,0.846
252,video6322.webm,0.85600483,0.7594992,0.862,0.8
253,video6323.webm,0.95762116,0.8777584,0.8909999999999999,0.6
254,video6324.webm,0.8259882,0.7292111,0.809,0.556
255,video6325.webm,0.8294138,0.7338505,0.828,0.882
256,video6326.webm,0.88809836,0.79233986,0.86,0.6
257,video6328.webm,0.77055454,0.68847024,0.845,0.818
258,video6329.webm,0.8017818,0.7096798,0.685,0.5
259,video6330.webm,0.8471781,0.7507752,0.925,0.929
260,video6331.webm,0.8712976,0.77165186,0.953,0.8
261,video6332.webm,0.8592173,0.75826514,0.8640000000000001,0.583
262,video6333.webm,0.7398133,0.662554,0.7659999999999999,0.9
263,video6335.webm,0.83433026,0.7438461,0.638,0.591
264,video6336.webm,0.8223264,0.7230434,0.866,0.733
265,video6337.webm,0.9114799,0.81815434,0.924,0.917
266,video6338.webm,0.86491895,0.76946604,0.8690000000000001,0.818
267,video6339.webm,0.8547883,0.7555287,0.951,0.917
268,video6340.webm,0.7793977,0.68753886,0.8909999999999999,0.778
269,video6342.webm,0.8822851,0.7785739,0.878,0.6
270,video6343.webm,0.7446793,0.66838133,0.95,0.81
271,video6344.webm,0.9646133,0.89082545,0.8290000000000001,0.556
272,video6346.webm,0.80247694,0.710414,0.8029999999999999,0.889
273,video6347.webm,0.90207374,0.7978903,0.8009999999999999,0.8
274,video6348.webm,0.9198185,0.8282176,0.868,0.9
275,video6349.webm,0.9272574,0.8291321,0.8340000000000001,0.7859999999999999
276,video6350.webm,0.87499607,0.77978873,0.8640000000000001,0.9
277,video6351.webm,0.86450857,0.76726943,0.812,0.9229999999999999
278,video6352.webm,0.77020663,0.68823814,0.83,0.455
279,video6353.webm,0.9710133,0.9036011,0.9520000000000001,0.875
280,video6354.webm,0.88809836,0.79233986,0.927,0.75
281,video6356.webm,0.8706565,0.7673451,0.687,0.25
282,video6357.webm,0.8180636,0.72308534,0.982,1.0
283,video6358.webm,0.7877364,0.69599724,0.892,1.0
284,video6359.webm,0.7605516,0.6775517,0.745,0.5329999999999999
285,video6361.webm,0.81992865,0.722402,0.765,0.667
286,video6362.webm,0.74819356,0.6725797,0.8079999999999999,1.0
287,video6363.webm,0.9163327,0.8101968,0.955,0.9
288,video6366.webm,0.76342773,0.6790891,0.8270000000000001,0.636
289,video6368.webm,0.9613223,0.8868817,0.8909999999999999,1.0
290,video6370.webm,0.7725173,0.6891196,0.843,1.0
291,video6373.webm,0.8021137,0.7102435,0.8370000000000001,0.647
292,video6376.webm,0.9214874,0.82824147,0.9540000000000001,0.583
293,video6377.webm,0.93663764,0.8447962,0.917,0.833
294,video6378.webm,0.95301974,0.8761033,0.9840000000000001,0.833
295,video6379.webm,0.95476466,0.8809335,0.8640000000000001,0.273
296,video6380.webm,0.81649184,0.7184256,0.897,0.667
297,video6381.webm,0.9245604,0.8354511,0.9179999999999999,0.7
298,video6382.webm,0.94060946,0.860352,0.774,0.889
299,video6385.webm,0.72270006,0.64753747,0.927,1.0
300,video6386.webm,0.895735,0.7966862,0.87,0.733
301,video6387.webm,0.9013939,0.8047912,0.919,1.0
302,video6388.webm,0.71443105,0.64389306,0.797,0.308
303,video6390.webm,0.92546904,0.8323221,0.816,0.9
304,video6391.webm,0.81541634,0.7223068,0.895,0.727
305,video6392.webm,0.9644281,0.8900248,0.7959999999999999,0.833
306,video6393.webm,0.9126593,0.8121686,0.863,0.583
307,video6395.webm,0.9179561,0.831738,0.8240000000000001,0.778
308,video6396.webm,0.82637674,0.7267598,0.772,0.727
309,video6397.webm,0.7742733,0.68769807,0.831,0.769
310,video6398.webm,0.7174107,0.64395756,0.922,0.778
311,video6399.webm,0.8624118,0.75516176,0.867,0.882
312,video6400.webm,0.91492915,0.8174907,0.922,0.7140000000000001
313,video6401.webm,0.9590049,0.88222873,0.597,0.545
314,video6402.webm,0.98542094,0.937742,0.95,0.846
315,video6403.webm,0.8907152,0.7904465,0.861,0.909
316,video6404.webm,0.83707356,0.74072003,0.924,1.0
317,video6406.webm,0.82348037,0.73028636,0.873,0.885
318,video6407.webm,0.8653873,0.76269436,0.698,0.733
319,video6408.webm,0.8318672,0.73307323,0.893,0.818
320,video6409.webm,0.842643,0.7418296,0.9259999999999999,0.818
321,video6410.webm,0.9170252,0.8234223,0.9229999999999999,0.7
322,video6412.webm,0.9492607,0.8612157,0.924,0.778
323,video6413.webm,0.86038864,0.75845563,0.7959999999999999,0.765
324,video6415.webm,0.9587466,0.8808171,0.7979999999999999,0.889
325,video6416.webm,0.8569748,0.7595054,0.866,0.909
326,video6418.webm,0.7006104,0.6403729,0.92,0.75
327,video6419.webm,0.8970997,0.8003427,0.9520000000000001,0.733
328,video6420.webm,0.83145857,0.7323106,0.9259999999999999,0.909
329,video6421.webm,0.88217366,0.7837111,0.981,0.75
330,video6422.webm,0.88098407,0.7786915,0.895,0.6
331,video6423.webm,0.73834854,0.66336274,0.721,0.6
332,video6425.webm,0.83848727,0.7459854,0.9229999999999999,0.8
333,video6426.webm,0.76457876,0.6834643,0.89,0.8240000000000001
334,video6427.webm,0.9024321,0.8036653,0.86,0.882
335,video6429.webm,0.811221,0.7204666,0.9209999999999999,0.9229999999999999
336,video6431.webm,0.767179,0.6834798,0.802,0.41700000000000004
337,video6432.webm,0.92328334,0.8335573,0.865,0.684
338,video6433.webm,0.9288603,0.8358693,0.78,0.5
339,video6434.webm,0.8954707,0.80094695,0.8029999999999999,0.6
340,video6436.webm,0.8022193,0.7123876,0.956,0.778
341,video6437.webm,0.88982,0.784992,0.7,0.909
342,video6438.webm,0.82199436,0.729085,0.782,0.75
343,video6439.webm,0.86508775,0.76286745,0.8909999999999999,0.75
344,video6440.webm,0.92459005,0.8278476,0.889,0.818
345,video6441.webm,0.8663859,0.7674727,0.713,0.625
346,video6442.webm,0.93406045,0.84938884,0.799,0.889
347,video6444.webm,0.95012,0.87089,0.866,0.727
348,video6446.webm,0.88192654,0.7805881,0.9209999999999999,0.889
349,video6447.webm,0.8331312,0.7370589,0.8490000000000001,0.889
350,video6448.webm,0.7726123,0.68627036,0.867,0.778
351,video6450.webm,0.9783459,0.9176171,0.7659999999999999,0.636
352,video6452.webm,0.9734611,0.9063223,0.983,0.833
353,video6453.webm,0.8427802,0.7432724,0.866,0.867
354,video6454.webm,0.8529847,0.75471306,0.805,0.4
355,video6456.webm,0.8318211,0.7317509,0.92,0.9
356,video6457.webm,0.93742144,0.8528522,0.892,0.8
357,video6458.webm,0.8950503,0.800652,0.888,0.9
358,video6460.webm,0.74831176,0.66679466,0.866,0.636
359,video6461.webm,0.87631553,0.77613807,0.835,1.0
360,video6462.webm,0.92333543,0.83163035,0.897,1.0
361,video6463.webm,0.8931717,0.7992401,0.6629999999999999,0.7
362,video6465.webm,0.75417316,0.6709718,0.809,0.792
363,video6466.webm,0.8089212,0.7165235,0.8290000000000001,0.667
364,video6467.webm,0.9220121,0.82453644,0.925,0.643
365,video6470.webm,0.9413874,0.8547244,0.9079999999999999,0.9229999999999999
366,video6473.webm,0.92196846,0.831198,0.8029999999999999,0.778
367,video6474.webm,0.75800943,0.67547655,0.937,0.889
368,video6475.webm,0.83663034,0.7400216,0.664,0.636
369,video6476.webm,0.8318452,0.73327625,0.8859999999999999,0.6
370,video6477.webm,0.8422363,0.743261,0.955,0.9
371,video6478.webm,0.78620183,0.69651544,0.865,1.0
372,video6479.webm,0.93086725,0.8356431,0.8420000000000001,0.818
373,video6480.webm,0.7524626,0.6735155,0.953,0.769
374,video6481.webm,0.7400644,0.65981185,0.8909999999999999,0.727
375,video6483.webm,0.8525884,0.75444674,0.953,0.6
376,video6484.webm,0.7391206,0.6619786,0.9490000000000001,0.7859999999999999
377,video6485.webm,0.86156046,0.76226735,0.925,0.545
378,video6486.webm,0.9236387,0.8232715,0.9229999999999999,1.0
379,video6488.webm,0.75424147,0.6726983,0.89,0.625
380,video6489.webm,0.767637,0.688291,0.865,0.727
381,video6491.webm,0.8516452,0.7478514,0.89,1.0
382,video6492.webm,0.88957757,0.7880088,0.922,0.778
383,video6493.webm,0.95723104,0.880932,0.838,1.0
384,video6494.webm,0.7286036,0.6580637,0.809,0.778
385,video6496.webm,0.897032,0.801614,0.715,0.545
386,video6498.webm,0.83616376,0.74115187,0.924,0.818
387,video6499.webm,0.9634547,0.8832027,0.95,0.833
388,video6501.webm,0.8261843,0.7295176,0.87,0.8
389,video6502.webm,0.7606876,0.6758321,0.898,0.9
390,video6503.webm,0.8338599,0.73241985,0.773,0.882
391,video6504.webm,0.8014265,0.7114402,0.8390000000000001,0.833
392,video6505.webm,0.88793075,0.7903632,0.833,0.667
393,video6506.webm,0.9339832,0.84313965,0.8320000000000001,0.529
394,video6507.webm,0.9227609,0.825724,0.955,1.0
395,video6508.webm,0.8687395,0.76790047,0.951,0.9
396,video6509.webm,0.7913724,0.6990082,0.752,0.7
397,video6510.webm,0.7344865,0.6615955,0.863,0.8240000000000001
398,video6512.webm,0.78071165,0.6935891,0.893,0.818
399,video6515.webm,0.9145489,0.8237659,0.95,0.833
400,video6516.webm,0.8438196,0.7456265,0.882,1.0
401,video6517.webm,0.7000921,0.63897896,0.917,0.769
402,video6518.webm,0.7470793,0.668275,0.8059999999999999,0.857
403,video6519.webm,0.7555616,0.67777014,0.743,0.5
404,video6521.webm,0.8160547,0.71963406,0.804,0.737
405,video6523.webm,0.74276173,0.67020583,0.865,0.8
406,video6524.webm,0.92988193,0.8394961,0.915,0.778
407,video6525.webm,0.863316,0.7692654,0.922,0.6
408,video6526.webm,0.8033333,0.7165254,0.7340000000000001,0.583
409,video6527.webm,0.8953414,0.80115306,0.927,0.778
410,video6528.webm,0.78789437,0.70431536,0.804,0.8
411,video6530.webm,0.8936189,0.7938114,0.8490000000000001,0.75
412,video6531.webm,0.8572274,0.7544403,0.867,0.733
413,video6532.webm,0.9049734,0.81041443,0.8390000000000001,0.8
414,video6533.webm,0.82902586,0.73702127,0.8340000000000001,0.6920000000000001
415,video6534.webm,0.7523072,0.6714556,0.772,0.727
416,video6535.webm,0.75429285,0.67282337,0.9570000000000001,0.917
417,video6536.webm,0.9429548,0.8555681,0.8809999999999999,0.5710000000000001
418,video6537.webm,0.8695979,0.77331066,0.9229999999999999,0.6
419,video6538.webm,0.7875808,0.7027555,0.737,0.9329999999999999
420,video6539.webm,0.7506449,0.67142516,0.982,1.0
421,video6540.webm,0.98542094,0.937742,0.865,0.917
422,video6541.webm,0.94134605,0.8477944,0.927,0.909
423,video6542.webm,0.8657454,0.7661825,0.927,0.867
424,video6543.webm,0.96504104,0.8928759,0.953,0.9329999999999999
425,video6544.webm,0.9111358,0.8189647,0.7979999999999999,0.667
426,video6545.webm,0.8067843,0.70898116,0.95,0.8
427,video6546.webm,0.9150677,0.8164997,0.897,0.818
428,video6547.webm,0.9111403,0.8178625,0.7979999999999999,0.905
429,video6550.webm,0.7707294,0.68400586,0.8440000000000001,0.5
430,video6551.webm,0.8912138,0.78459966,0.835,0.7859999999999999
431,video6552.webm,0.93813187,0.8448669,0.9229999999999999,0.818
432,video6554.webm,0.8029072,0.70982563,0.8290000000000001,0.9
433,video6555.webm,0.9031111,0.81451035,0.887,0.9
434,video6556.webm,0.8492322,0.750546,0.862,0.9
435,video6557.webm,0.9251771,0.8318596,0.937,0.909
436,video6558.webm,0.88768345,0.7872839,0.894,0.7
437,video6559.webm,0.84445393,0.74816704,0.953,0.8
438,video6560.webm,0.8702155,0.7676216,0.843,0.652
439,video6561.webm,0.9534015,0.8711853,0.893,0.9329999999999999
440,video6562.webm,0.86345756,0.772303,0.7979999999999999,0.7140000000000001
441,video6563.webm,0.81592417,0.71959114,0.9259999999999999,0.909
442,video6564.webm,0.8388783,0.74256253,0.92,0.556
443,video6565.webm,0.8726269,0.776246,0.6709999999999999,0.7140000000000001
444,video6566.webm,0.8360567,0.73940724,0.8420000000000001,0.5
445,video6567.webm,0.8924458,0.79488283,0.818,0.5379999999999999
446,video6568.webm,0.9603521,0.8852874,0.892,0.706
447,video6569.webm,0.8802895,0.77273893,0.867,0.727
448,video6570.webm,0.7813559,0.6933378,0.925,0.846
449,video6572.webm,0.8892381,0.79124594,0.9229999999999999,0.769
450,video6573.webm,0.858958,0.7540729,0.9840000000000001,0.727
