,video,Short-term-pred,Long-term-pred,Short-term-true,Long-term-true
144,video6182.webm,0.86069286,0.7780924,0.7859999999999999,0.733
145,video6183.webm,0.86150753,0.7791796,0.87,0.846
146,video6184.webm,0.8581949,0.7747836,0.898,0.9
147,video6185.webm,0.8533194,0.768357,0.863,0.9440000000000001
148,video6186.webm,0.853757,0.7689365,0.8959999999999999,1.0
149,video6187.webm,0.8543188,0.7696712,0.922,0.909
150,video6188.webm,0.85216135,0.7668389,0.795,0.818
151,video6189.webm,0.8576277,0.7740314,0.951,0.7859999999999999
152,video6190.webm,0.85425115,0.76957846,0.92,1.0
153,video6191.webm,0.86109936,0.7786352,0.769,0.821
154,video6192.webm,0.85482633,0.77033985,0.863,0.9
155,video6194.webm,0.85811335,0.77467334,0.902,0.682
156,video6195.webm,0.85831237,0.77493596,0.919,0.733
157,video6196.webm,0.85388935,0.76910764,0.7959999999999999,0.7859999999999999
158,video6198.webm,0.8546953,0.7701696,0.8109999999999999,0.643
159,video6199.webm,0.8575778,0.7739663,0.789,0.778
160,video6201.webm,0.85320884,0.7682121,0.895,0.9329999999999999
161,video6203.webm,0.8638449,0.7822925,0.895,0.833
162,video6204.webm,0.86295915,0.7811122,0.9229999999999999,0.909
163,video6205.webm,0.8634864,0.78181386,0.8959999999999999,0.769
164,video6206.webm,0.8551246,0.7707317,0.805,0.636
165,video6207.webm,0.8524656,0.7672366,0.897,0.9
166,video6208.webm,0.8555001,0.7712251,0.927,0.818
167,video6209.webm,0.8581224,0.77467966,0.653,0.583
168,video6210.webm,0.8567921,0.7729286,0.83,0.857
169,video6212.webm,0.85396755,0.7692076,0.985,0.9
170,video6213.webm,0.8517169,0.7662567,0.889,0.6
171,video6214.webm,0.8607092,0.7781137,0.7559999999999999,0.8
172,video6215.webm,0.8558506,0.77168846,0.929,0.909
173,video6216.webm,0.85216767,0.7668468,0.772,0.75
174,video6218.webm,0.8526511,0.7674804,0.9229999999999999,0.8
175,video6219.webm,0.85211325,0.7667748,0.862,0.9329999999999999
176,video6221.webm,0.8647994,0.7835701,0.773,0.5710000000000001
177,video6224.webm,0.8565372,0.77258873,0.9209999999999999,0.833
178,video6225.webm,0.8521296,0.76679724,0.9079999999999999,0.72
179,video6227.webm,0.85277915,0.7676488,0.5720000000000001,0.667
180,video6230.webm,0.85250676,0.76729107,0.8290000000000001,0.7
181,video6231.webm,0.8520748,0.7667252,0.924,1.0
182,video6232.webm,0.8517263,0.7662693,0.809,0.545
183,video6233.webm,0.852494,0.7672756,0.861,0.833
184,video6234.webm,0.8527409,0.7675972,0.9490000000000001,0.813
185,video6235.webm,0.85180545,0.7663721,0.951,0.727
186,video6236.webm,0.85153484,0.76601803,0.9229999999999999,0.9229999999999999
187,video6237.webm,0.8584236,0.7750817,0.857,0.8
188,video6239.webm,0.85984874,0.7769711,0.922,0.818
189,video6240.webm,0.85555315,0.7712934,0.8690000000000001,0.8
190,video6243.webm,0.8521428,0.76681423,0.897,0.9
191,video6244.webm,0.8584446,0.77511394,0.889,0.778
192,video6245.webm,0.8593987,0.7763746,0.7659999999999999,0.846
193,video6246.webm,0.8571969,0.7734598,0.836,0.846
194,video6247.webm,0.85235983,0.7670995,0.922,0.8
195,video6248.webm,0.8655273,0.7845483,0.983,0.929
196,video6250.webm,0.8512566,0.7656541,0.8540000000000001,0.7859999999999999
197,video6252.webm,0.8536756,0.76882565,0.742,0.455
198,video6254.webm,0.85730195,0.7736002,0.8590000000000001,0.813
199,video6255.webm,0.85487485,0.7704016,0.863,0.5329999999999999
200,video6256.webm,0.8528727,0.7677687,0.813,0.818
201,video6257.webm,0.8650999,0.78397405,0.674,0.7
202,video6258.webm,0.8566583,0.7727496,0.8320000000000001,1.0
203,video6260.webm,0.8686799,0.7887838,0.772,1.0
204,video6261.webm,0.85726726,0.7735558,0.895,0.9229999999999999
205,video6262.webm,0.85434365,0.7697058,0.98,0.7
206,video6264.webm,0.85666347,0.7727586,0.925,1.0
207,video6265.webm,0.86457133,0.7832688,0.863,0.963
208,video6266.webm,0.86337316,0.78166735,0.956,0.857
209,video6268.webm,0.8609973,0.77849823,0.89,0.867
210,video6269.webm,0.851991,0.7666155,0.941,0.667
211,video6270.webm,0.8592223,0.7761459,0.807,0.909
212,video6271.webm,0.85385007,0.7690557,0.91,0.833
213,video6272.webm,0.85243654,0.76719964,0.665,0.5379999999999999
214,video6275.webm,0.8656737,0.78474313,0.9229999999999999,0.769
215,video6276.webm,0.85962343,0.77666986,0.873,0.7
216,video6277.webm,0.85532564,0.7709892,0.862,0.909
217,video6278.webm,0.8632189,0.7814574,0.653,0.385
218,video6279.webm,0.85034484,0.7644639,0.87,0.941
219,video6280.webm,0.8681546,0.788075,0.737,0.583
220,video6281.webm,0.85100937,0.76533026,0.841,0.9329999999999999
221,video6284.webm,0.85450244,0.7699082,0.84,0.7859999999999999
222,video6285.webm,0.8551833,0.77080756,0.779,0.68
223,video6286.webm,0.86416507,0.78272843,0.955,0.545
224,video6288.webm,0.85649794,0.77253675,0.8959999999999999,0.727
225,video6289.webm,0.8554964,0.77121985,0.8590000000000001,0.222
226,video6290.webm,0.8579532,0.7744607,0.922,0.909
227,video6291.webm,0.85185134,0.7664325,0.925,0.75
228,video6293.webm,0.85476077,0.77025026,0.8029999999999999,0.833
229,video6294.webm,0.8548234,0.770337,0.892,0.813
230,video6295.webm,0.860013,0.77719057,0.693,1.0
231,video6296.webm,0.8551386,0.7707484,0.861,0.7829999999999999
232,video6297.webm,0.8579456,0.7744543,0.907,0.8
233,video6298.webm,0.8517454,0.7662947,0.8340000000000001,0.733
234,video6299.webm,0.8624828,0.7804798,0.835,1.0
235,video6303.webm,0.8550396,0.77062017,0.69,0.818
236,video6304.webm,0.8650773,0.7839458,0.89,0.833
237,video6305.webm,0.8570701,0.7732944,0.8390000000000001,0.818
238,video6306.webm,0.86302227,0.78119576,0.865,0.8
239,video6307.webm,0.86103535,0.7785547,0.866,0.8
240,video6309.webm,0.856068,0.7719754,0.835,0.4
241,video6310.webm,0.8715787,0.79269975,0.9540000000000001,0.545
242,video6311.webm,0.85633916,0.772327,0.8759999999999999,0.708
243,video6312.webm,0.85476804,0.77026165,0.7959999999999999,0.733
244,video6313.webm,0.8609309,0.7784053,0.8320000000000001,1.0
245,video6315.webm,0.8551372,0.7707466,0.978,0.889
246,video6316.webm,0.8586246,0.77534664,0.925,0.909
247,video6317.webm,0.85178083,0.7663409,0.733,0.625
248,video6318.webm,0.8605516,0.7779088,0.925,0.875
249,video6319.webm,0.8654415,0.784431,0.775,0.556
250,video6320.webm,0.8517614,0.7663146,0.935,1.0
251,video6321.webm,0.8556788,0.7714578,0.7440000000000001,0.846
252,video6322.webm,0.8565595,0.7726195,0.862,0.8
253,video6323.webm,0.86059177,0.777959,0.8909999999999999,0.6
254,video6324.webm,0.8521631,0.76684064,0.809,0.556
255,video6325.webm,0.8522371,0.7669381,0.828,0.882
256,video6326.webm,0.85242546,0.767185,0.86,0.6
257,video6328.webm,0.8502315,0.7643164,0.845,0.818
258,video6329.webm,0.85299337,0.7679282,0.685,0.5
259,video6330.webm,0.851056,0.7653937,0.925,0.929
260,video6331.webm,0.85938287,0.7763535,0.953,0.8
261,video6332.webm,0.8559886,0.7718656,0.8640000000000001,0.583
262,video6333.webm,0.85100937,0.76533026,0.7659999999999999,0.9
263,video6335.webm,0.8511553,0.76552194,0.638,0.591
264,video6336.webm,0.86810505,0.78801227,0.866,0.733
265,video6337.webm,0.8527119,0.76756006,0.924,0.917
266,video6338.webm,0.85224634,0.76694965,0.8690000000000001,0.818
267,video6339.webm,0.85849047,0.7751738,0.951,0.917
268,video6340.webm,0.85732114,0.7736223,0.8909999999999999,0.778
269,video6342.webm,0.8596797,0.7767485,0.878,0.6
270,video6343.webm,0.8526669,0.76750255,0.95,0.81
271,video6344.webm,0.869908,0.79044557,0.8290000000000001,0.556
272,video6346.webm,0.85458374,0.7700199,0.8029999999999999,0.889
273,video6347.webm,0.8677215,0.7874964,0.8009999999999999,0.8
274,video6348.webm,0.85771024,0.77414143,0.868,0.9
275,video6349.webm,0.8622006,0.7800993,0.8340000000000001,0.7859999999999999
276,video6350.webm,0.855414,0.7711115,0.8640000000000001,0.9
277,video6351.webm,0.8556113,0.77137053,0.812,0.9229999999999999
278,video6352.webm,0.8545493,0.76997477,0.83,0.455
279,video6353.webm,0.8574988,0.77386,0.9520000000000001,0.875
280,video6354.webm,0.85242546,0.767185,0.927,0.75
281,video6356.webm,0.8528546,0.7677471,0.687,0.25
282,video6357.webm,0.86295265,0.78110147,0.982,1.0
283,video6358.webm,0.85063887,0.7648457,0.892,1.0
284,video6359.webm,0.85133696,0.76575994,0.745,0.5329999999999999
285,video6361.webm,0.858608,0.77532953,0.765,0.667
286,video6362.webm,0.8502315,0.7643164,0.8079999999999999,1.0
287,video6363.webm,0.86222553,0.7801373,0.955,0.9
288,video6366.webm,0.8532294,0.7682413,0.8270000000000001,0.636
289,video6368.webm,0.86892873,0.7891236,0.8909999999999999,1.0
290,video6370.webm,0.8542402,0.76956666,0.843,1.0
291,video6373.webm,0.8514582,0.76591676,0.8370000000000001,0.647
292,video6376.webm,0.85885155,0.7756508,0.9540000000000001,0.583
293,video6377.webm,0.8562872,0.7722606,0.917,0.833
294,video6378.webm,0.8534369,0.76851,0.9840000000000001,0.833
295,video6379.webm,0.8521362,0.7668059,0.8640000000000001,0.273
296,video6380.webm,0.8570759,0.77329934,0.897,0.667
297,video6381.webm,0.85205615,0.76670074,0.9179999999999999,0.7
298,video6382.webm,0.8522808,0.76699585,0.774,0.889
299,video6385.webm,0.85075575,0.7649995,0.927,1.0
300,video6386.webm,0.871526,0.7926292,0.87,0.733
301,video6387.webm,0.860187,0.7774214,0.919,1.0
302,video6388.webm,0.85552645,0.77125597,0.797,0.308
303,video6390.webm,0.8577219,0.7741554,0.816,0.9
304,video6391.webm,0.8504195,0.7645603,0.895,0.727
305,video6392.webm,0.8607322,0.77815247,0.7959999999999999,0.833
306,video6393.webm,0.85856056,0.7752642,0.863,0.583
307,video6395.webm,0.864705,0.78344405,0.8240000000000001,0.778
308,video6396.webm,0.85125995,0.7656609,0.772,0.727
309,video6397.webm,0.8520926,0.7667488,0.831,0.769
310,video6398.webm,0.8510833,0.7654248,0.922,0.778
311,video6399.webm,0.8646904,0.78342235,0.867,0.882
312,video6400.webm,0.8563744,0.7723794,0.922,0.7140000000000001
313,video6401.webm,0.8595361,0.7765603,0.597,0.545
314,video6402.webm,0.8645538,0.78324056,0.95,0.846
315,video6403.webm,0.8555886,0.77133805,0.861,0.909
316,video6404.webm,0.8519281,0.76653254,0.924,1.0
317,video6406.webm,0.8545346,0.7699559,0.873,0.885
318,video6407.webm,0.85747147,0.7738268,0.698,0.733
319,video6408.webm,0.8519697,0.7665888,0.893,0.818
320,video6409.webm,0.8555827,0.7713313,0.9259999999999999,0.818
321,video6410.webm,0.85825515,0.77486503,0.9229999999999999,0.7
322,video6412.webm,0.8665805,0.7859603,0.924,0.778
323,video6413.webm,0.8584187,0.77507436,0.7959999999999999,0.765
324,video6415.webm,0.86437213,0.78300154,0.7979999999999999,0.889
325,video6416.webm,0.8551142,0.7707168,0.866,0.909
326,video6418.webm,0.85313,0.7681045,0.92,0.75
327,video6419.webm,0.85221297,0.7669065,0.9520000000000001,0.733
328,video6420.webm,0.8641149,0.7826544,0.9259999999999999,0.909
329,video6421.webm,0.8629956,0.78115994,0.981,0.75
330,video6422.webm,0.8652983,0.7842378,0.895,0.6
331,video6423.webm,0.8544651,0.7698643,0.721,0.6
332,video6425.webm,0.85107654,0.7654183,0.9229999999999999,0.8
333,video6426.webm,0.852298,0.767018,0.89,0.8240000000000001
334,video6427.webm,0.85917145,0.7760744,0.86,0.882
335,video6429.webm,0.85159194,0.7660934,0.9209999999999999,0.9229999999999999
336,video6431.webm,0.8510673,0.76540554,0.802,0.41700000000000004
337,video6432.webm,0.85270417,0.7675502,0.865,0.684
338,video6433.webm,0.8624125,0.7803835,0.78,0.5
339,video6434.webm,0.85222596,0.76692283,0.8029999999999999,0.6
340,video6436.webm,0.8529204,0.7678325,0.956,0.778
341,video6437.webm,0.8616605,0.77938366,0.7,0.909
342,video6438.webm,0.85116017,0.76552904,0.782,0.75
343,video6439.webm,0.8563131,0.77229667,0.8909999999999999,0.75
344,video6440.webm,0.8615699,0.7792577,0.889,0.818
345,video6441.webm,0.8558754,0.77171695,0.713,0.625
346,video6442.webm,0.85421276,0.7695277,0.799,0.889
347,video6444.webm,0.8527193,0.76756996,0.866,0.727
348,video6446.webm,0.8563771,0.77237475,0.9209999999999999,0.889
349,video6447.webm,0.85265887,0.767489,0.8490000000000001,0.889
350,video6448.webm,0.854015,0.76926804,0.867,0.778
351,video6450.webm,0.86433136,0.7829436,0.7659999999999999,0.636
352,video6452.webm,0.8660555,0.7852558,0.983,0.833
353,video6453.webm,0.8552494,0.77089214,0.866,0.867
354,video6454.webm,0.85443443,0.7698234,0.805,0.4
355,video6456.webm,0.8551198,0.77072114,0.92,0.9
356,video6457.webm,0.8567462,0.772871,0.892,0.8
357,video6458.webm,0.86212856,0.7800045,0.888,0.9
358,video6460.webm,0.8506346,0.7648405,0.866,0.636
359,video6461.webm,0.8611976,0.77876514,0.835,1.0
360,video6462.webm,0.8620027,0.7798319,0.897,1.0
361,video6463.webm,0.85216355,0.76684153,0.6629999999999999,0.7
362,video6465.webm,0.854828,0.77034163,0.809,0.792
363,video6466.webm,0.8520609,0.7667074,0.8290000000000001,0.667
364,video6467.webm,0.87046224,0.79119086,0.925,0.643
365,video6470.webm,0.8633195,0.78159314,0.9079999999999999,0.9229999999999999
366,video6473.webm,0.8549248,0.7704687,0.8029999999999999,0.778
367,video6474.webm,0.8507539,0.7649958,0.937,0.889
368,video6475.webm,0.85247934,0.76725566,0.664,0.636
369,video6476.webm,0.85535586,0.7710323,0.8859999999999999,0.6
370,video6477.webm,0.85424036,0.7695668,0.955,0.9
371,video6478.webm,0.8504477,0.7645972,0.865,1.0
372,video6479.webm,0.8599699,0.7771332,0.8420000000000001,0.818
373,video6480.webm,0.8526546,0.76748616,0.953,0.769
374,video6481.webm,0.8513421,0.76576614,0.8909999999999999,0.727
375,video6483.webm,0.8522018,0.76689136,0.953,0.6
376,video6484.webm,0.85593224,0.7717948,0.9490000000000001,0.7859999999999999
377,video6485.webm,0.85174215,0.7662896,0.925,0.545
378,video6486.webm,0.85720587,0.7734753,0.9229999999999999,1.0
379,video6488.webm,0.85179716,0.7663616,0.89,0.625
380,video6489.webm,0.851284,0.7656896,0.865,0.727
381,video6491.webm,0.8569246,0.77310085,0.89,1.0
382,video6492.webm,0.854584,0.7700207,0.922,0.778
383,video6493.webm,0.86392045,0.7823932,0.838,1.0
384,video6494.webm,0.85070056,0.76492774,0.809,0.778
385,video6496.webm,0.8642603,0.78284883,0.715,0.545
386,video6498.webm,0.85165215,0.7661711,0.924,0.818
387,video6499.webm,0.86260056,0.78063536,0.95,0.833
388,video6501.webm,0.85596293,0.7718301,0.87,0.8
389,video6502.webm,0.85219026,0.7668758,0.898,0.9
390,video6503.webm,0.86102474,0.77853656,0.773,0.882
391,video6504.webm,0.8515676,0.7660606,0.8390000000000001,0.833
392,video6505.webm,0.85752106,0.7738944,0.833,0.667
393,video6506.webm,0.8599711,0.7771336,0.8320000000000001,0.529
394,video6507.webm,0.8660933,0.7853035,0.955,1.0
395,video6508.webm,0.8637285,0.78213894,0.951,0.9
396,video6509.webm,0.8523139,0.76703894,0.752,0.7
397,video6510.webm,0.8541492,0.76944685,0.863,0.8240000000000001
398,video6512.webm,0.8515378,0.7660221,0.893,0.818
399,video6515.webm,0.8548782,0.7704092,0.95,0.833
400,video6516.webm,0.855996,0.77187455,0.882,1.0
401,video6517.webm,0.8504433,0.76459134,0.917,0.769
402,video6518.webm,0.85111356,0.76546776,0.8059999999999999,0.857
403,video6519.webm,0.8508297,0.76509464,0.743,0.5
404,video6521.webm,0.85844004,0.7751051,0.804,0.737
405,video6523.webm,0.8507647,0.7650098,0.865,0.8
406,video6524.webm,0.85286635,0.7677616,0.915,0.778
407,video6525.webm,0.85529995,0.7709594,0.922,0.6
408,video6526.webm,0.85244465,0.7672077,0.7340000000000001,0.583
409,video6527.webm,0.8523388,0.76707137,0.927,0.778
410,video6528.webm,0.8505272,0.7647009,0.804,0.8
411,video6530.webm,0.8531755,0.768167,0.8490000000000001,0.75
412,video6531.webm,0.86341965,0.7817297,0.867,0.733
413,video6532.webm,0.85645676,0.7724869,0.8390000000000001,0.8
414,video6533.webm,0.85299516,0.7679297,0.8340000000000001,0.6920000000000001
415,video6534.webm,0.8522054,0.76689684,0.772,0.727
416,video6535.webm,0.85440195,0.76978123,0.9570000000000001,0.917
417,video6536.webm,0.86911225,0.7893716,0.8809999999999999,0.5710000000000001
418,video6537.webm,0.85359085,0.7687132,0.9229999999999999,0.6
419,video6538.webm,0.8507438,0.7649833,0.737,0.9329999999999999
420,video6539.webm,0.8506321,0.7648369,0.982,1.0
421,video6540.webm,0.8645538,0.78324056,0.865,0.917
422,video6541.webm,0.86103404,0.77854764,0.927,0.909
423,video6542.webm,0.8508539,0.765128,0.927,0.867
424,video6543.webm,0.86419946,0.7827729,0.953,0.9329999999999999
425,video6544.webm,0.86769855,0.7874656,0.7979999999999999,0.667
426,video6545.webm,0.8584449,0.77511394,0.95,0.8
427,video6546.webm,0.85755646,0.77393806,0.897,0.818
428,video6547.webm,0.8525435,0.7673408,0.7979999999999999,0.905
429,video6550.webm,0.8542379,0.76956487,0.8440000000000001,0.5
430,video6551.webm,0.8609973,0.77849823,0.835,0.7859999999999999
431,video6552.webm,0.8608444,0.7782948,0.9229999999999999,0.818
432,video6554.webm,0.8582338,0.77483416,0.8290000000000001,0.9
433,video6555.webm,0.8638295,0.78227496,0.887,0.9
434,video6556.webm,0.8558597,0.7716974,0.862,0.9
435,video6557.webm,0.8531523,0.76813805,0.937,0.909
436,video6558.webm,0.86069536,0.7780988,0.894,0.7
437,video6559.webm,0.8554235,0.7711228,0.953,0.8
438,video6560.webm,0.8542681,0.76960087,0.843,0.652
439,video6561.webm,0.86579144,0.7849008,0.893,0.9329999999999999
440,video6562.webm,0.8517779,0.7663361,0.7979999999999999,0.7140000000000001
441,video6563.webm,0.85188484,0.7664771,0.9259999999999999,0.909
442,video6564.webm,0.8521508,0.7668251,0.92,0.556
443,video6565.webm,0.8520971,0.766756,0.6709999999999999,0.7140000000000001
444,video6566.webm,0.8521111,0.7667731,0.8420000000000001,0.5
445,video6567.webm,0.85395247,0.76918685,0.818,0.5379999999999999
446,video6568.webm,0.8639456,0.7824315,0.892,0.706
447,video6569.webm,0.8605814,0.7779455,0.867,0.727
448,video6570.webm,0.8525974,0.7674104,0.925,0.846
449,video6572.webm,0.8579041,0.77439976,0.9229999999999999,0.769
450,video6573.webm,0.8678228,0.7876322,0.9840000000000001,0.727
