,video,Short-term-pred,Long-term-pred,Short-term-true,Long-term-true
80,video6103.webm,0.9209221,0.8316886,0.986,0.731
81,video6104.webm,0.94417924,0.8596101,0.894,0.8240000000000001
82,video6105.webm,0.9753429,0.91339654,0.955,0.8
83,video6106.webm,0.80829096,0.71587634,0.981,0.938
84,video6107.webm,0.923889,0.83654356,0.8079999999999999,0.889
85,video6109.webm,0.87092924,0.7720203,0.833,0.917
86,video6110.webm,0.92268133,0.8337666,0.807,0.6
87,video6111.webm,0.89065075,0.7880535,0.831,0.769
88,video6112.webm,0.9350949,0.8449055,0.836,0.846
89,video6114.webm,0.87992936,0.77989376,0.847,0.9229999999999999
90,video6115.webm,0.90992355,0.80869323,0.672,0.667
91,video6116.webm,0.91457844,0.81431025,0.779,0.8
92,video6117.webm,0.9164023,0.8170722,0.865,0.556
93,video6119.webm,0.8450177,0.747668,0.983,0.7859999999999999
94,video6120.webm,0.9327275,0.8433617,0.8590000000000001,0.462
95,video6121.webm,0.92140484,0.8302195,0.953,0.769
96,video6122.webm,0.77133024,0.68639374,0.654,0.4
97,video6123.webm,0.95143324,0.8675741,0.9279999999999999,0.778
98,video6126.webm,0.865024,0.76761687,0.8290000000000001,0.9
99,video6127.webm,0.85244966,0.75333273,0.893,0.769
100,video6128.webm,0.9195454,0.82747924,0.889,0.818
101,video6129.webm,0.89157087,0.79882073,0.86,0.9229999999999999
102,video6131.webm,0.93534136,0.83962613,0.86,0.846
103,video6132.webm,0.942767,0.85579,0.8640000000000001,0.9
104,video6133.webm,0.961017,0.88343024,0.8390000000000001,0.6
105,video6134.webm,0.8284707,0.7356594,0.897,0.727
106,video6135.webm,0.8906261,0.79730076,0.888,0.917
107,video6136.webm,0.9199809,0.8218578,0.9229999999999999,0.9
108,video6138.webm,0.7592943,0.6746769,0.917,0.7859999999999999
109,video6139.webm,0.7528951,0.67361695,0.816,0.9
110,video6140.webm,0.8898754,0.79724526,0.92,0.833
111,video6141.webm,0.9398011,0.85037833,0.925,0.867
112,video6142.webm,0.9290311,0.83733535,0.833,0.636
113,video6143.webm,0.95426035,0.87896144,0.9229999999999999,0.7
114,video6145.webm,0.946864,0.8579017,0.919,0.875
115,video6146.webm,0.9056312,0.80821145,0.925,0.9
116,video6148.webm,0.83963525,0.7423654,0.955,0.889
117,video6149.webm,0.8772651,0.7801869,0.9209999999999999,0.917
118,video6150.webm,0.82440805,0.7249543,0.85,0.813
119,video6151.webm,0.8609121,0.7598218,0.802,0.9229999999999999
120,video6152.webm,0.91525906,0.81717,0.982,1.0
121,video6154.webm,0.77264166,0.68712693,0.8909999999999999,0.889
122,video6155.webm,0.79417855,0.70447516,0.833,1.0
123,video6156.webm,0.74817383,0.6674219,0.892,0.833
124,video6157.webm,0.8541665,0.7564628,0.898,0.7
125,video6158.webm,0.866384,0.7721411,0.897,0.6
126,video6160.webm,0.75183094,0.67369616,0.8909999999999999,1.0
127,video6161.webm,0.841051,0.7436516,0.655,0.8
128,video6162.webm,0.8731644,0.77553976,0.867,0.833
129,video6163.webm,0.90258133,0.79828095,0.847,0.914
130,video6164.webm,0.91722065,0.82036734,0.951,0.9
131,video6165.webm,0.9202445,0.8275561,0.723,0.778
132,video6166.webm,0.9295669,0.8367896,0.807,0.8
133,video6167.webm,0.86508775,0.76489973,0.9620000000000001,0.9229999999999999
134,video6168.webm,0.7815939,0.69220495,0.752,0.7
135,video6169.webm,0.89489824,0.79523075,0.924,0.7
136,video6170.webm,0.79666,0.70248866,0.861,0.917
137,video6171.webm,0.96179867,0.882238,0.865,0.727
138,video6172.webm,0.9644227,0.89234835,0.863,0.8240000000000001
139,video6173.webm,0.93985,0.85175186,0.898,0.8
140,video6174.webm,0.83607703,0.7360775,0.8540000000000001,1.0
141,video6177.webm,0.9790726,0.9219016,0.95,1.0
142,video6178.webm,0.89902115,0.8034127,0.779,1.0
143,video6179.webm,0.9020024,0.8082016,0.773,0.909
144,video6182.webm,0.9262488,0.83087265,0.7859999999999999,0.733
145,video6183.webm,0.91658807,0.8209756,0.87,0.846
146,video6184.webm,0.8922664,0.79195976,0.898,0.9
147,video6185.webm,0.90750885,0.8137009,0.863,0.9440000000000001
148,video6186.webm,0.9136935,0.8180031,0.8959999999999999,1.0
149,video6187.webm,0.88935065,0.79568666,0.922,0.909
150,video6188.webm,0.8654123,0.7668276,0.795,0.818
151,video6189.webm,0.9056651,0.80550265,0.951,0.7859999999999999
152,video6190.webm,0.8654735,0.7599555,0.92,1.0
153,video6191.webm,0.92997277,0.83388466,0.769,0.821
154,video6192.webm,0.85020053,0.75179476,0.863,0.9
155,video6194.webm,0.8506172,0.74969375,0.902,0.682
156,video6195.webm,0.8574671,0.7585398,0.919,0.733
157,video6196.webm,0.87149805,0.7751285,0.7959999999999999,0.7859999999999999
158,video6198.webm,0.9205418,0.8276262,0.8109999999999999,0.643
159,video6199.webm,0.8968337,0.7939943,0.789,0.778
160,video6201.webm,0.91303724,0.8202601,0.895,0.9329999999999999
161,video6203.webm,0.9798411,0.9224075,0.895,0.833
162,video6204.webm,0.9516754,0.8688331,0.9229999999999999,0.909
163,video6205.webm,0.9014145,0.80015385,0.8959999999999999,0.769
164,video6206.webm,0.9180826,0.8294209,0.805,0.636
165,video6207.webm,0.8502772,0.7525528,0.897,0.9
166,video6208.webm,0.8277353,0.72738266,0.927,0.818
167,video6209.webm,0.9503852,0.86621237,0.653,0.583
168,video6210.webm,0.90549386,0.80991006,0.83,0.857
169,video6212.webm,0.7580013,0.6743161,0.985,0.9
170,video6213.webm,0.7463142,0.66506684,0.889,0.6
171,video6214.webm,0.9287118,0.83571416,0.7559999999999999,0.8
172,video6215.webm,0.76299393,0.6770007,0.929,0.909
173,video6216.webm,0.9361066,0.8562908,0.772,0.75
174,video6218.webm,0.85239434,0.7552077,0.9229999999999999,0.8
175,video6219.webm,0.90508544,0.80794156,0.862,0.9329999999999999
176,video6221.webm,0.8941707,0.79012704,0.773,0.5710000000000001
177,video6224.webm,0.8372932,0.738359,0.9209999999999999,0.833
178,video6225.webm,0.71767855,0.65179765,0.9079999999999999,0.72
179,video6227.webm,0.85142064,0.75295067,0.5720000000000001,0.667
180,video6230.webm,0.9261761,0.83490825,0.8290000000000001,0.7
181,video6231.webm,0.8156171,0.7213627,0.924,1.0
182,video6232.webm,0.8418689,0.74627924,0.809,0.545
183,video6233.webm,0.78348505,0.7024174,0.861,0.833
184,video6234.webm,0.8370298,0.7452004,0.9490000000000001,0.813
185,video6235.webm,0.8656632,0.76930845,0.951,0.727
186,video6236.webm,0.83001983,0.73953325,0.9229999999999999,0.9229999999999999
187,video6237.webm,0.8347331,0.74205756,0.857,0.8
188,video6239.webm,0.8731809,0.77046037,0.922,0.818
189,video6240.webm,0.8745431,0.7744062,0.8690000000000001,0.8
190,video6243.webm,0.8398611,0.74218833,0.897,0.9
191,video6244.webm,0.9236805,0.831041,0.889,0.778
192,video6245.webm,0.92867506,0.83344173,0.7659999999999999,0.846
193,video6246.webm,0.89419186,0.7870629,0.836,0.846
194,video6247.webm,0.7859925,0.6992707,0.922,0.8
195,video6248.webm,0.9472179,0.86525613,0.983,0.929
196,video6250.webm,0.8443686,0.74584556,0.8540000000000001,0.7859999999999999
197,video6252.webm,0.8581728,0.7569511,0.742,0.455
198,video6254.webm,0.8778069,0.7790482,0.8590000000000001,0.813
199,video6255.webm,0.84511364,0.749755,0.863,0.5329999999999999
200,video6256.webm,0.81745255,0.7289608,0.813,0.818
201,video6257.webm,0.8907846,0.7870661,0.674,0.7
202,video6258.webm,0.90809584,0.8092843,0.8320000000000001,1.0
203,video6260.webm,0.9437807,0.8549206,0.772,1.0
204,video6261.webm,0.8512696,0.7487023,0.895,0.9229999999999999
205,video6262.webm,0.86857057,0.7700648,0.98,0.7
206,video6264.webm,0.88796544,0.7876525,0.925,1.0
207,video6265.webm,0.93153965,0.83434665,0.863,0.963
208,video6266.webm,0.89136803,0.79048395,0.956,0.857
209,video6268.webm,0.8913162,0.7844924,0.89,0.867
210,video6269.webm,0.7307238,0.65516907,0.941,0.667
211,video6270.webm,0.9507488,0.86084396,0.807,0.909
212,video6271.webm,0.7660928,0.6840536,0.91,0.833
213,video6272.webm,0.82428324,0.72777444,0.665,0.5379999999999999
214,video6275.webm,0.8896324,0.78436697,0.9229999999999999,0.769
215,video6276.webm,0.8743974,0.7717879,0.873,0.7
216,video6277.webm,0.73047614,0.6559961,0.862,0.909
217,video6278.webm,0.93772984,0.8500508,0.653,0.385
218,video6279.webm,0.73607266,0.66509426,0.87,0.941
219,video6280.webm,0.867256,0.7603036,0.737,0.583
220,video6281.webm,0.73950696,0.6623149,0.841,0.9329999999999999
221,video6284.webm,0.7749982,0.6911178,0.84,0.7859999999999999
222,video6285.webm,0.9231057,0.8279549,0.779,0.68
223,video6286.webm,0.96202266,0.8877801,0.955,0.545
224,video6288.webm,0.9613307,0.8826399,0.8959999999999999,0.727
225,video6289.webm,0.86126024,0.7644994,0.8590000000000001,0.222
226,video6290.webm,0.7544383,0.67547214,0.922,0.909
227,video6291.webm,0.87890923,0.7834399,0.925,0.75
228,video6293.webm,0.71249056,0.64654636,0.8029999999999999,0.833
229,video6294.webm,0.914984,0.82110775,0.892,0.813
230,video6295.webm,0.91555196,0.81292677,0.693,1.0
231,video6296.webm,0.8891227,0.79295444,0.861,0.7829999999999999
232,video6297.webm,0.86691236,0.76712656,0.907,0.8
233,video6298.webm,0.7942711,0.7035318,0.8340000000000001,0.733
234,video6299.webm,0.8890027,0.7839024,0.835,1.0
235,video6303.webm,0.83654594,0.7386524,0.69,0.818
236,video6304.webm,0.9193994,0.8226634,0.89,0.833
237,video6305.webm,0.91816384,0.81724584,0.8390000000000001,0.818
238,video6306.webm,0.94399476,0.8557156,0.865,0.8
239,video6307.webm,0.90513146,0.8074571,0.866,0.8
240,video6309.webm,0.9444443,0.8627025,0.835,0.4
241,video6310.webm,0.9262289,0.83346415,0.9540000000000001,0.545
242,video6311.webm,0.9324895,0.8412056,0.8759999999999999,0.708
243,video6312.webm,0.8756572,0.77867144,0.7959999999999999,0.733
244,video6313.webm,0.89345586,0.7933563,0.8320000000000001,1.0
245,video6315.webm,0.8869984,0.79060405,0.978,0.889
246,video6316.webm,0.89074576,0.7905237,0.925,0.909
247,video6317.webm,0.8062321,0.71014845,0.733,0.625
248,video6318.webm,0.8817632,0.7782929,0.925,0.875
249,video6319.webm,0.96238863,0.8865888,0.775,0.556
250,video6320.webm,0.8650256,0.767784,0.935,1.0
251,video6321.webm,0.84430933,0.74306303,0.7440000000000001,0.846
252,video6322.webm,0.855924,0.75919724,0.862,0.8
253,video6323.webm,0.95758545,0.87731457,0.8909999999999999,0.6
254,video6324.webm,0.82578444,0.728847,0.809,0.556
255,video6325.webm,0.8291949,0.7333393,0.828,0.882
256,video6326.webm,0.88796246,0.79174554,0.86,0.6
257,video6328.webm,0.77051634,0.6883318,0.845,0.818
258,video6329.webm,0.80159885,0.7094342,0.685,0.5
259,video6330.webm,0.8471873,0.75050336,0.925,0.929
260,video6331.webm,0.87135214,0.77138066,0.953,0.8
261,video6332.webm,0.8592112,0.75803936,0.8640000000000001,0.583
262,video6333.webm,0.73950696,0.6623149,0.7659999999999999,0.9
263,video6335.webm,0.8341503,0.74341273,0.638,0.591
264,video6336.webm,0.82206535,0.7227074,0.866,0.733
265,video6337.webm,0.91142213,0.8175862,0.924,0.917
266,video6338.webm,0.86479604,0.76896155,0.8690000000000001,0.818
267,video6339.webm,0.85481036,0.7552923,0.951,0.917
268,video6340.webm,0.7790796,0.6872637,0.8909999999999999,0.778
269,video6342.webm,0.88219583,0.778257,0.878,0.6
270,video6343.webm,0.74443614,0.6681699,0.95,0.81
271,video6344.webm,0.96471655,0.8906287,0.8290000000000001,0.556
272,video6346.webm,0.80216175,0.7100127,0.8029999999999999,0.889
273,video6347.webm,0.90209675,0.79771066,0.8009999999999999,0.8
274,video6348.webm,0.919731,0.8276775,0.868,0.9
275,video6349.webm,0.92721665,0.82874876,0.8340000000000001,0.7859999999999999
276,video6350.webm,0.87483585,0.77935123,0.8640000000000001,0.9
277,video6351.webm,0.8643708,0.76688355,0.812,0.9229999999999999
278,video6352.webm,0.7699634,0.6880065,0.83,0.455
279,video6353.webm,0.9710425,0.90319425,0.9520000000000001,0.875
280,video6354.webm,0.88796246,0.79174554,0.927,0.75
281,video6356.webm,0.87053365,0.76692015,0.687,0.25
282,video6357.webm,0.818153,0.72296774,0.982,1.0
283,video6358.webm,0.78713894,0.69555426,0.892,1.0
284,video6359.webm,0.76016784,0.6772092,0.745,0.5329999999999999
285,video6361.webm,0.81975436,0.7220553,0.765,0.667
286,video6362.webm,0.7479656,0.6723338,0.8079999999999999,1.0
287,video6363.webm,0.9164357,0.81005675,0.955,0.9
288,video6366.webm,0.7628498,0.6786054,0.8270000000000001,0.636
289,video6368.webm,0.9614334,0.8865845,0.8909999999999999,1.0
290,video6370.webm,0.7722082,0.6888177,0.843,1.0
291,video6373.webm,0.802075,0.7100702,0.8370000000000001,0.647
292,video6376.webm,0.9216245,0.82791877,0.9540000000000001,0.583
293,video6377.webm,0.93670475,0.8445529,0.917,0.833
294,video6378.webm,0.953112,0.87568164,0.9840000000000001,0.833
295,video6379.webm,0.9548401,0.8805213,0.8640000000000001,0.273
296,video6380.webm,0.8163043,0.7181606,0.897,0.667
297,video6381.webm,0.9246434,0.83502567,0.9179999999999999,0.7
298,video6382.webm,0.94068813,0.8598764,0.774,0.889
299,video6385.webm,0.7223604,0.6473408,0.927,1.0
300,video6386.webm,0.89582705,0.7964797,0.87,0.733
301,video6387.webm,0.90139204,0.8044299,0.919,1.0
302,video6388.webm,0.71398455,0.64363456,0.797,0.308
303,video6390.webm,0.92550164,0.8319468,0.816,0.9
304,video6391.webm,0.81520164,0.7219359,0.895,0.727
305,video6392.webm,0.9645674,0.8898119,0.7959999999999999,0.833
306,video6393.webm,0.9128033,0.8120556,0.863,0.583
307,video6395.webm,0.9179986,0.8313339,0.8240000000000001,0.778
308,video6396.webm,0.8261277,0.72637737,0.772,0.727
309,video6397.webm,0.7740123,0.6874473,0.831,0.769
310,video6398.webm,0.7170328,0.64380974,0.922,0.778
311,video6399.webm,0.86234677,0.754956,0.867,0.882
312,video6400.webm,0.9149115,0.81701297,0.922,0.7140000000000001
313,video6401.webm,0.9590325,0.88182664,0.597,0.545
314,video6402.webm,0.98548424,0.93746495,0.95,0.846
315,video6403.webm,0.89051616,0.78991,0.861,0.909
316,video6404.webm,0.83683467,0.74030167,0.924,1.0
317,video6406.webm,0.8235492,0.73006743,0.873,0.885
318,video6407.webm,0.8655261,0.7626397,0.698,0.733
319,video6408.webm,0.83170485,0.7327859,0.893,0.818
320,video6409.webm,0.84234244,0.7413821,0.9259999999999999,0.818
321,video6410.webm,0.91699135,0.8229492,0.9229999999999999,0.7
322,video6412.webm,0.9493927,0.86106706,0.924,0.778
323,video6413.webm,0.8603196,0.7581773,0.7959999999999999,0.765
324,video6415.webm,0.9589112,0.88056105,0.7979999999999999,0.889
325,video6416.webm,0.8569099,0.7591437,0.866,0.909
326,video6418.webm,0.7004437,0.64030325,0.92,0.75
327,video6419.webm,0.89714336,0.7999035,0.9520000000000001,0.733
328,video6420.webm,0.8316823,0.7322812,0.9259999999999999,0.909
329,video6421.webm,0.8822494,0.78341806,0.981,0.75
330,video6422.webm,0.881047,0.7785338,0.895,0.6
331,video6423.webm,0.73811626,0.6631487,0.721,0.6
332,video6425.webm,0.83848435,0.7457437,0.9229999999999999,0.8
333,video6426.webm,0.7643206,0.68315804,0.89,0.8240000000000001
334,video6427.webm,0.9023496,0.80330384,0.86,0.882
335,video6429.webm,0.8109606,0.7200786,0.9209999999999999,0.9229999999999999
336,video6431.webm,0.7669101,0.68318164,0.802,0.41700000000000004
337,video6432.webm,0.9232733,0.8330466,0.865,0.684
338,video6433.webm,0.9289024,0.83560276,0.78,0.5
339,video6434.webm,0.8954947,0.8005942,0.8029999999999999,0.6
340,video6436.webm,0.8018538,0.7119558,0.956,0.778
341,video6437.webm,0.8899061,0.7848605,0.7,0.909
342,video6438.webm,0.8216438,0.7285309,0.782,0.75
343,video6439.webm,0.8649031,0.7623844,0.8909999999999999,0.75
344,video6440.webm,0.92465234,0.82763803,0.889,0.818
345,video6441.webm,0.8662393,0.7670672,0.713,0.625
346,video6442.webm,0.9341381,0.8489814,0.799,0.889
347,video6444.webm,0.95014346,0.8703656,0.866,0.727
348,video6446.webm,0.88188505,0.7802933,0.9209999999999999,0.889
349,video6447.webm,0.8329345,0.7366645,0.8490000000000001,0.889
350,video6448.webm,0.7724242,0.68609565,0.867,0.778
351,video6450.webm,0.97840154,0.9173292,0.7659999999999999,0.636
352,video6452.webm,0.973546,0.9060757,0.983,0.833
353,video6453.webm,0.8426677,0.7429409,0.866,0.867
354,video6454.webm,0.85298115,0.75440395,0.805,0.4
355,video6456.webm,0.83166295,0.73143804,0.92,0.9
356,video6457.webm,0.93757105,0.8525585,0.892,0.8
357,video6458.webm,0.89499354,0.80027217,0.888,0.9
358,video6460.webm,0.7479937,0.66658753,0.866,0.636
359,video6461.webm,0.8761963,0.7756766,0.835,1.0
360,video6462.webm,0.9233696,0.8311838,0.897,1.0
361,video6463.webm,0.89318085,0.7987211,0.6629999999999999,0.7
362,video6465.webm,0.753973,0.6707432,0.809,0.792
363,video6466.webm,0.8088905,0.71633255,0.8290000000000001,0.667
364,video6467.webm,0.92199314,0.82415235,0.925,0.643
365,video6470.webm,0.941407,0.8543637,0.9079999999999999,0.9229999999999999
366,video6473.webm,0.9220302,0.8308516,0.8029999999999999,0.778
367,video6474.webm,0.757649,0.6752253,0.937,0.889
368,video6475.webm,0.8364577,0.73956746,0.664,0.636
369,video6476.webm,0.83171296,0.73301387,0.8859999999999999,0.6
370,video6477.webm,0.84213126,0.74298656,0.955,0.9
371,video6478.webm,0.7862451,0.696504,0.865,1.0
372,video6479.webm,0.9307879,0.835204,0.8420000000000001,0.818
373,video6480.webm,0.75220394,0.67330873,0.953,0.769
374,video6481.webm,0.7396325,0.65949637,0.8909999999999999,0.727
375,video6483.webm,0.8523541,0.7539214,0.953,0.6
376,video6484.webm,0.73872083,0.6616725,0.9490000000000001,0.7859999999999999
377,video6485.webm,0.8616871,0.76203704,0.925,0.545
378,video6486.webm,0.92359006,0.8228972,0.9229999999999999,1.0
379,video6488.webm,0.7538772,0.6723833,0.89,0.625
380,video6489.webm,0.7675134,0.68803424,0.865,0.727
381,video6491.webm,0.85166615,0.74765074,0.89,1.0
382,video6492.webm,0.88965803,0.7878355,0.922,0.778
383,video6493.webm,0.95733607,0.88056874,0.838,1.0
384,video6494.webm,0.72811913,0.6576847,0.809,0.778
385,video6496.webm,0.89690256,0.80113906,0.715,0.545
386,video6498.webm,0.8361734,0.7408705,0.924,0.818
387,video6499.webm,0.96348524,0.8828293,0.95,0.833
388,video6501.webm,0.8260038,0.7292404,0.87,0.8
389,video6502.webm,0.76048684,0.67565316,0.898,0.9
390,video6503.webm,0.83380014,0.7322344,0.773,0.882
391,video6504.webm,0.80130625,0.71117735,0.8390000000000001,0.833
392,video6505.webm,0.8879256,0.7900412,0.833,0.667
393,video6506.webm,0.93409777,0.8429414,0.8320000000000001,0.529
394,video6507.webm,0.92272496,0.825391,0.955,1.0
395,video6508.webm,0.86872303,0.7676802,0.951,0.9
396,video6509.webm,0.79132664,0.69885504,0.752,0.7
397,video6510.webm,0.7341842,0.66136986,0.863,0.8240000000000001
398,video6512.webm,0.78048694,0.6933176,0.893,0.818
399,video6515.webm,0.9145915,0.82328093,0.95,0.833
400,video6516.webm,0.84369093,0.7453157,0.882,1.0
401,video6517.webm,0.69979393,0.6387573,0.917,0.769
402,video6518.webm,0.74703777,0.6682408,0.8059999999999999,0.857
403,video6519.webm,0.75517213,0.67738485,0.743,0.5
404,video6521.webm,0.81602955,0.7195105,0.804,0.737
405,video6523.webm,0.7425928,0.67004853,0.865,0.8
406,video6524.webm,0.92981565,0.8390204,0.915,0.778
407,video6525.webm,0.863304,0.7689622,0.922,0.6
408,video6526.webm,0.8032601,0.71626645,0.7340000000000001,0.583
409,video6527.webm,0.8953148,0.80076575,0.927,0.778
410,video6528.webm,0.7877349,0.7040288,0.804,0.8
411,video6530.webm,0.89358556,0.7934951,0.8490000000000001,0.75
412,video6531.webm,0.8572923,0.7542622,0.867,0.733
413,video6532.webm,0.90490174,0.80984175,0.8390000000000001,0.8
414,video6533.webm,0.82903886,0.73681104,0.8340000000000001,0.6920000000000001
415,video6534.webm,0.75209737,0.67126536,0.772,0.727
416,video6535.webm,0.75412905,0.67263556,0.9570000000000001,0.917
417,video6536.webm,0.9430695,0.8552949,0.8809999999999999,0.5710000000000001
418,video6537.webm,0.8695202,0.77289504,0.9229999999999999,0.6
419,video6538.webm,0.78750354,0.70244265,0.737,0.9329999999999999
420,video6539.webm,0.7502353,0.67108846,0.982,1.0
421,video6540.webm,0.98548424,0.93746495,0.865,0.917
422,video6541.webm,0.9414197,0.84755194,0.927,0.909
423,video6542.webm,0.865613,0.76575035,0.927,0.867
424,video6543.webm,0.96513534,0.8926184,0.953,0.9329999999999999
425,video6544.webm,0.91129327,0.8187241,0.7979999999999999,0.667
426,video6545.webm,0.8067399,0.70885116,0.95,0.8
427,video6546.webm,0.9150318,0.8160733,0.897,0.818
428,video6547.webm,0.91124266,0.8175645,0.7979999999999999,0.905
429,video6550.webm,0.7703325,0.6836371,0.8440000000000001,0.5
430,video6551.webm,0.8913162,0.7844924,0.835,0.7859999999999999
431,video6552.webm,0.9381928,0.8446299,0.9229999999999999,0.818
432,video6554.webm,0.8025452,0.70944494,0.8290000000000001,0.9
433,video6555.webm,0.9031907,0.8140703,0.887,0.9
434,video6556.webm,0.849198,0.75030154,0.862,0.9
435,video6557.webm,0.92528033,0.8315915,0.937,0.909
436,video6558.webm,0.88779473,0.787143,0.894,0.7
437,video6559.webm,0.84452105,0.7479496,0.953,0.8
438,video6560.webm,0.87009495,0.767303,0.843,0.652
439,video6561.webm,0.95345473,0.87085843,0.893,0.9329999999999999
440,video6562.webm,0.8634727,0.77190804,0.7979999999999999,0.7140000000000001
441,video6563.webm,0.8156705,0.71922064,0.9259999999999999,0.909
442,video6564.webm,0.83873075,0.7421365,0.92,0.556
443,video6565.webm,0.8725009,0.7758409,0.6709999999999999,0.7140000000000001
444,video6566.webm,0.8358588,0.7390154,0.8420000000000001,0.5
445,video6567.webm,0.892481,0.7945502,0.818,0.5379999999999999
446,video6568.webm,0.9604539,0.8849933,0.892,0.706
447,video6569.webm,0.8803203,0.7725935,0.867,0.727
448,video6570.webm,0.7809155,0.69287896,0.925,0.846
449,video6572.webm,0.8891946,0.79081,0.9229999999999999,0.769
